Top 2000 HathiTrust Open Titles, May 2014-May 2017


Title |  Uses | Publication Date
Record of service of Michigan volunteers in the civil war, 1861-1865. | 9364 views | 1909
Brand book and livestock laws of the State of Arizona / | 9362 views | 1916
Voyages et aventures du capitaine Hatteras : Les Anglais au pôle nord--Le désert de glace / | 9361 views | 1867
Behind the veil in Persia and Turkish Arabia; | 9360 views | 1909
Research on consolidation of clays / | 9355 views | 1942
Manila espionage / | 9354 views | 1947
Lloyd's list. | 9352 views | 1755
The steam locomotive, its theory, operation and economics, including comparisons with Diesel-electric locomotives, | 9351 views | 1945
Fourteen hundred and 91 days in the Confederate Army. | 9345 views | 1953
Names of foreigners who took the oath of allegiance to the province and state of Pennsylvania, 1727-1775, with the foreign arrivals, 1786-1808. | 9341 views | 1892
East Cheshire: past and present; or, A history of the hundred of Macclesfield, in the county palatine of Chester. From original records. | 9339 views | 1880
The tragedy of American diplomacy. | 9339 views | 1959
Whispering sage / | 9336 views | 1922
The Geist relation, 200 years in America, by A. Frank Geist ... | 9335 views | 1940
Genealogy of the Burbank family, and the  families of Bray, Wellcome, Sedgley (Sedgeley) and Welch / | 9334 views | 1928
Record labeling hearing before the Committee on Commerce, Science, and Transportation, United States Senate, Ninety-ninth Congress, first session, on contents of music and the lyrics of records, September 19, 1985. | 9333 views | 1986
Bass family history: Esau Bass (Revolutionary soldier) his brother, Jonathan Bass, and their descendants. | 9331 views | 1955
Frost genealogy in five families, | 9328 views | 1926
The memoirs of Naim Bey : Turkish official documents relating to the deportations and massacres of Armenians / | 9327 views | 1920
The Medical world. | 9325 views | 1909
Bulletin of the Bureau of Labor / | 9318 views | 1903
The casework relationship. | 9313 views | 1957
A history of Lynchburg's pioneer Quakers and their meeting house, 1754-1936, | 9312 views | 1936
Tilghman-Tillman family, 1225-1945 / | 9311 views | 1946
The papers of Wilbur and Orville Wright, including the Chanute-Wright letters and other papers of Octave Chanute. | 9310 views | 1953
Modern geometry; an elementary treatise on the geometry of the triangle and the circle, | 9309 views | 1929
Randall and allied families; William Randall (1609-1693) of Scituate and his descendants, with ancestral families, | 9308 views | 1943
Koran : manuscript, [1892-1896]. | 9305 views | 1896
The Indian tribes of North America. | 9301 views | 1953
The Thirtieth division in the world war, | 9300 views | 1936
Aircraft materials and processes, | 9300 views | 1937
Machine tool metalworking, principles and practice / | 9297 views | 1961
Engineering statistics and quality control. | 9297 views | 1953
The Reads and their relatives : being an account of Colonel Clement and Madam Read of Bushy Forest, Lunenburg County, Virginia, their eight children, their descendants, and allied families / | 9294 views | 1930
Calendar of the charter rolls preserved in the Public Record Office / | 9294 views | 1927
History of the 306th infantry. | 9292 views | 1935
American architect and building news. | 9292 views | 1876
Steam turbines and their cycles / | 9287 views | 1950
The genus Bacillus / | 9287 views | 1973
The Elston family in America, | 9287 views | 1942
Source book of community water systems; commercial, institutional, residential, industrial applications. | 9286 views | 1960
Advanced fur craftsmanship; | 9273 views | 1948
The Pershing family in America; a collection of historical and genealogical data, family portraits, traditions, legends and military records. | 9272 views | 1924
Illustrated catalogue of narrow-gauge locomotives : adapted especially to gauges of 3 feet 6 inches or one metre / | 9271 views | 1900
The settler's guide in the United States and British North American provinces. | 9264 views | 1862
The history of Enfield, Connecticut / | 9261 views | 1900
The Ladies' home journal. | 9255 views | 1915
Electromagnetic fields, energy, and forces | 9253 views | 1960
Genealogy of the Ives family, including a history of the early settlements and the mouvement from Quinnipiac to the Black River County, | 9252 views | 1932
James Rogers of New London, Ct., and his descendants, | 9248 views | 1902
Historical records of the 7th or Royal regiment of fusiliers now known as the Royal fusiliers (the City of London regiment) 1685-1903. | 9248 views | 1903
The Directory & chronicle for China, Japan, Corea, Indo-China, Straits Settlements, Malay States, Siam, Netherlands India, Borneo, the Philippines, &c. ; with which are incorporated "The China directory" and "The Hongkong directory and Hong list for the Far East" ... | 9246 views | 1889
Deciduous forests of eastern North America. | 9242 views | 1950
Saginaw County directories. | 9239 views | 9999
A history of Delano, Pennsylvania, | 9238 views | 1941
Winston of Virginia, and allied families / | 9233 views | 1927
Historical statistics of the United States, colonial times to 1970. | 9231 views | 1975
The Katyn Forest Massacre : hearings before the Select Committee to Conduct an Investigation of the Facts, Evidence and Circumstances of the Katyn Forest Massacre, Eighty-second Congress, first-[second] session, on investigation of the murder of thousands of Polish officers in the Katyn Forest near Smolensk, Russia. | 9231 views | 1952
History of Weymouth, Massachusetts. Published by the Weymouth historical society, Howard H. Joy, president. Under direction of the town. | 9229 views | 1923
Railways of Central America and the West Indies, | 9223 views | 1925
Lloyd's register of British and foreign shipping. | 9223 views | 1818
A cycle of life : five songs / | 9220 views | 1906
Colonial families of Long Island, New York and Connecticut, being the ancestry & kindred of Herbert Furman Seversmith. | 9218 views | 9999
Statistical forecasting for inventory control. | 9214 views | 1959
Specimens of electrotypes, comprising cuts, borders, initials, ornaments, etc. | 9212 views | 1891
Clothing construction ... | 9209 views | 1934
Munsey's magazine for ... | 9207 views | 1892
A Hawkins genealogy, 1635-1939 : record of the descendants of Robert Hawkins of Charleston, Massachusetts / | 9204 views | 1939
On dreams, | 9203 views | 1914
The formulation of cosmetics and cosmetic specialties. | 9193 views | 1956
The campaign in Mesopotamia 1914-1918, | 9188 views | 1927
The Gothic literary sources and interpretations through eight centuries. | 9185 views | 1960
Motorcycle illustrated. | 9184 views | 1910
The cooperage handbook / | 9182 views | 1947
History of the county of Schuylkill, in honor of the county's centenary, July second to eighth, nineteen hundred and eleven. | 9181 views | 1911
The Territorial papers of the United States. | 9178 views | 1910
Trifles. | 9177 views | 1916
Die Zauberflöte = (The magic flute) : opera in 2 acts / | 9177 views | 1913
Butterick dressmaking book. | 9174 views | 1940
A functional description of the Edvac [an automatically-sequence serial binary electronic digital computer. Final report of work under contract W36-034-ORD-7593 between the Ordinance Department, Department of the Army and the University of Pennsylvania, Moore School of Electrical Engineering. | 9173 views | 1949
The Ladies' home journal. | 9167 views | 1893
History of Barron County, Wisconsin / | 9157 views | 1922
Descendants of Thomas Farmer who came to Virginia in 1616; a genealogy, | 9151 views | 1956
Dutch and Flemish painters; | 9148 views | 1936
The Australian victories in France in 1918, | 9147 views | 1920
Three pioneer Rapides families, a genealogy by George Mason Graham Stafford. | 9138 views | 1946
Ancestors and descendants of Henry Gregory, | 9137 views | 1938
The conscience of a Conservative. | 9134 views | 1960
Water distribution in ancient Rome : the evidence of Frontinus / | 9128 views | 1994
Scientific American | 9125 views | 1910
Puck. | 9109 views | 1881
Conduct of the Persian Gulf War : final report to Congress. | 9104 views | 1992
Rogers' Inorganic pharmaceutical chemistry, | 9103 views | 1961
60 years with men and machines. | 9102 views | 1947
Memoria de los trabajos ejecutados por la Comisión científica de Pachuca en el año de 1864, | 9099 views | 1865
Notices of the historic persons buried in the chapel of St. Peter ad Vincula, in the Tower of London. With an account of the discovery of the supposed remains of Queen Anne Boleyn. | 9098 views | 1877
Jacobus Jansen van Etten : some ten generations in America of Jacobus Jansen van Etten, immigrant, from Etten, North Brabent, Holland to Kingston, New York about 1663 / | 9098 views | 1950
Memorials of London and London life, in the XIIIth, XIVth, and XVth centuries. Being a series of extracts, local, social, and political, from the early archives of the City of London, A.D. 1276-1419. | 9089 views | 1868
Harper's weekly. | 9088 views | 1898
The Boucher family (Bowsher, Bauscher, Bausher, Bousher) Comprising a genealogy of branches of Strawn, Harpster, Tedrow, Cryder, Reichelderfer, Critchfield, Stahl, Straw, Brant and other families. Descendants of Daniel Boucher of Albany township, Berks county, Pa. Notes of other Boucher families. Henry Boucher descendants (Indiana, Pa.) A brief history of the Ohio reunions of kindred families. | 9085 views | 1917
Supplement to Photographic catalog of selected planetary size comparisons / | 9085 views | 1991
Harper's bazaar | 9085 views | 1915
Quantum theory of molecules and solids | 9084 views | 1974
Design of arch dams : design manual for concrete arch dams. | 9084 views | 1977
Progressive American architecture, presenting in illustration an extensive collection of original studies for dwellings, bank, school and office buildings, costing from one thousand to one hundred thousand dollars, also details of every feature, exterior and interior ... | 9076 views | 1875
A manual for the study of the human voice; exercises and practices for the speaking and singing voice, | 9075 views | 1917
Aristotelis Politica. | 9072 views | 1909
Photoconductivity of solids. | 9071 views | 1960
Project MKULTRA, the CIA's program of research in behavioral modification joint hearing before the Select Committee on Intelligence and the Subcommittee on Health and Scientific Research of the Committee on Human Resources, United States Senate, Ninety-fifth Congress, first session, August 3, 1977. | 9060 views | 1977
Lloyd's list. | 9060 views | 1780
The Priscilla war work book, including directions for knitted garments and comfort kits from the American Red cross, and knitted garments for the boy scout, | 9059 views | 1917
Five fur traders of the Northwest : being the narrative of Peter Pond and the diaries of John Macdonell. Archibald N. McLeod, Hugh Faries, and Thomas Connor / | 9059 views | 1933
Brands and marks of cattle, horses, sheep, goats and hogs : as they appear in the office of the Live Stock Sanitary Board of Arizona at Phoenix, Arizona / | 9058 views | 1908
A. H. Andrews & co.'s illustrated catalogue of school merchandise. | 9058 views | 1881
Understanding assisted suicide : nine issues to consider / | 9057 views | 2007
The Cosmopolitan. | 9052 views | 1886
History of Pittsfield, New Hampshire / | 9051 views | 1953
The Englishwoman's domestic magazine. | 9049 views | 1860
The campaign in Mesopotamia 1914-1918, | 9047 views | 1927
Lloyd's list. | 9044 views | 1773
Schoonmakers in the Hudson Valley, | 9037 views | 1951
Tools for woodwork; the sharpening, care, and use of hand tools. | 9037 views | 1949
History of the Roush family in America, from its founding by John Adam Rausch in 1736 to the present time. | 9036 views | 1979
L'illustration : journal universel. | 9035 views | 1862
The achieving society. | 9034 views | 1961
East-India register and directory. | 9031 views | 1803
Harper's weekly. | 9028 views | 1912
A collection of thirty thousand names German, Swiss, Dutch, French, Portuguese and other immigrants in Pennsylvania : chronologically arranged from 1727 to 1776 ... | 9026 views | 1856
Journal of the Constitutional convention of Missouri, 1943-[1944]... : September 21, 1943 [-September 29, 1944] | 9023 views | 1944
The Inland architect and news record. | 9013 views | 1892
Harper's bazaar | 9012 views | 1868
Medieval number symbolism, its sources, meaning, and influence on thought and expression, | 9007 views | 1938
An account of the conquest of Guatemala in 1524 | 9004 views | 1924
Colonial families of the Southern states of America: a history and genealogy of colonial families who settled in the colonies prior to the revolution. | 9003 views | 1911
Souvenirs d'un voyage d'art, à l'île de Majorque, | 9003 views | 1840
Pacific motor boat. | 9003 views | 1922
Understanding archives and manuscripts / | 9002 views | 1990
The abridged compendium of American genealogy; first families of America; a genealogical encyclopedia of the United States, | 9001 views | 9999
The African times and orient review. | 8999 views | 1918
The social organization of the Tewa of New Mexico, | 8997 views | 1929
Fairbanks valves ... illustrated catalogue and price list | 8993 views | 1912
The Saturday evening post. | 8993 views | 1920
East Cheshire: past and present; or, A history of the hundred of Macclesfield, in the county palatine of Chester. From original records. | 8989 views | 1880
The Territorial papers of the United States. | 8986 views | 1949
Sexual assault on campus : what colleges and universities are doing about it  / | 8982 views | 2005
Mrs. Spring Fragrance / | 8980 views | 1912
Motorcycle illustrated. | 8980 views | 1917
The Rhind mathematical papyrus, British Museum 10057 and 10058; photographic facsimile, hieroglyphic transcription, transliteration, literal translation, free translation, mathematical commentary, and bibliography. | 8975 views | 1929
History of the town of Dighton, Massachusetts : the South purchase, May 30, 1712. | 8972 views | 1962
The Dial | 8972 views | 1921
Michigan state gazetteer and business directory for ... | 8969 views | 1908
Allgemeine Wiener Musik-Zeitung / | 8966 views | 1846
Journal of the American Veterinary Medical Association. | 8966 views | 9999
Wartime mission in Spain, 1942-1945, | 8961 views | 1946
Descent of man, and selection in relation to sex. | 8956 views | 1901
Brown's annual directory of the Saginaw Valley -- / | 8952 views | 1873
Moche art and archaeology in ancient Peru / | 8941 views | 2005
Rewinding and connecting alternating-current motors; fundamental principles involved in applying and checking lap and wave windings in alternating-current-motor stators and rotors together with practical winding procedure and extensive reference data in typical examples completely worked out, in winding diagrams and in 71 special tabulations, for everyday use by maintenance men in industrial plants, by winders in electrical service and repair shops and by students pursuing electrical courses, | 8940 views | 1932
American game mammals and birds; a catalogue of books, 1582 to 1925, sport, natural history, and conservation, | 8937 views | 1930
Luganda-English and English-Luganda vocabulary / | 8924 views | 1892
Machine design. | 8922 views | 1956
Origins and causes of the S&L debacle : a blueprint for reform : a report to the President and Congress of the United States / | 8920 views | 1993
Official roster of the soldiers of the State of Ohio in the War of the Rebellion, 1861-1866 / | 8904 views | 1895
The Fahnestock genealogy, ancestors and descendants of Johann Diedrich Fahnestock, | 8903 views | 1945
Solubilities of inorganic and organic compounds; a compilation of quantitative solubility data from the periodical literature, | 8902 views | 1919
Biomechanics; an approach to vertebrate biology. | 8900 views | 1974
The Saturday evening post. | 8899 views | 1917
Dracula / | 8896 views | 1897
Feudal monarchy in the Latin kingdom of Jerusalem, 1100 to 1291 [by] John L. La Monte. | 8895 views | 1932
The Ladies' home journal. | 8895 views | 1919
Acting; the first six lessons, | 8892 views | 1933
Beautiful Nova Scotia, the tourist's Eden the brief story of a summer outing in the queen of vacation lands, with a short description of some of its delightful resorts, quaint, old, historic towns and surpassing scenery. | 8889 views | 1895
An introduction to the theory and design of sonar transducers / | 8888 views | 1985
Wright's directory of Milwaukee for ... | 8887 views | 1888
Second cataract forts. Excavated by George Andrew Reisner. | 8883 views | 9999
Kingsbury genealogy; the genealogy of the descendants of Joseph Kingsbury of Dedham, Massachusetts, together with the descendants in several lines of Henry Kingsbury of Ipswich, Massachusetts, and our Canadian cousins. | 8877 views | 1962
The deeds of Count Roger of Calabria and Sicily and of his brother Duke Robert Guiscard / | 8876 views | 2005
Balkan battlegrounds : a military history of the Yugoslav conflict, 1990-1995. | 8872 views | 2003
Diakoptics; piecewise solution of large-scale systems. | 8872 views | 1958
Electric circuits; a first course in circuit analysis for electrical engineers, by members of the staff of the Department of electrical engineering, Massachusetts institute of technology. | 8869 views | 1943
Lloyd's list. | 8868 views | 1796
Arming the fleet : U.S. Navy ordnance in the muzzle-loading era / | 8868 views | 1989
The Voice. | 8867 views | 1904
Centennial anniversary, Orwigsburg, Penna., 1813-1913; history of Orwigsburg and illustrations of residences and business houses. | 8866 views | 1913
Masterful personality, | 8866 views | 1921
Bonfires to beacons : Federal civil aviation policy under the Air commerce act, 1926-1938 / | 8863 views | 1978
The Directory and Chronicle for China, Japan, Corea, Indo-China, Straits Settlements, Malay States, Siam, Netherlands India, Borneo, the Philippines, and etc | 8862 views | 1905
Israel Rank; the autobiography of a criminal. | 8860 views | 1907
Lloyd's list. | 8853 views | 1748
Candela, the shell builder. | 8852 views | 1963
Santa Fe employes' magazine. | 8850 views | 1908
Puck : illustrirtes humoristisches Wochenblatt. | 8849 views | 1908
Workman family history / | 8849 views | 1962
The Yingling genealogy. | 8848 views | 1958
Plato's earlier dialectic, | 8847 views | 1960
Subsurface exploration and sampling of soils for civil engineering purposes: report on a research project, sponsored by the Engineering Foundation, the Graduate School of Engineering, Harvard University [and] the Waterways Experiment Station, Corps of Engineers, U.S. Army. Report prepared by M. Juul Hvorslev [member of the committee] Edited and printed by Waterways Experiment Station, Vicksburg, Miss. | 8843 views | 1949
Puck : illustrirtes humoristisches Wochenblatt. | 8842 views | 1876
The Turkey of Atatürk : social process in the Turkish reformation / | 8825 views | 1939
Phosphorus and its compounds | 8825 views | 1958
The principles of electro-homeopathy, a new science discovered / | 8825 views | 1885
The Frosts and related families of Bedford County, Tennessee ... | 8825 views | 1962
Basic concepts of nuclear chemistry. | 8823 views | 1963
China sky | 8822 views | 1942
The Saturday evening post. | 8821 views | 1919
Adventures in good eating. | 8818 views | 9999
Writings of Junípero Serra / | 8817 views | 9999
The case of Miss Elliott. | 8816 views | 1909
Motorcycle illustrated. | 8816 views | 1911
Vanity fair. | 8816 views | 1920
Michigan state gazetteer and business directory for ... | 8814 views | 1897
Revolutionary soldiers in Kentucky : containing a roll of the officers of Virginia line who received land bounties; a roll of the Revolutionary pensioners in Kentucky; a list of the Illinois regiment who served under George Rogers Clark in the Northwest campaign, also a roster of the Virginia Navy / | 8813 views | 1959
The history of Ulster County, New York; | 8813 views | 1907
Institutional economics; its place in political economy. | 8811 views | 1959
Waiting for nothing | 8810 views | 1935
Forerunner. | 8808 views | 1915
The turning point of the Revolution; or, Burgoyne in America, | 8808 views | 1928
Bosworth genealogy; a history of the descendants of Edward Bosworth who arrived in America in the year 1634; with an appendix containing other lines of American Bosworths. | 8808 views | 9999
History of the Cornelius family in America : historical, genealogical, biographical / | 8806 views | 1929
Electromagnetic waves in stratified media. | 8805 views | 1962
Theory of excitons | 8802 views | 1963
Meditations in Wall street. | 8800 views | 1940
Godey's magazine. | 8799 views | 1832
Varactor applications / | 8798 views | 1962
The Washington ancestry, and records of the McClain, Johnson, and forty other colonial American families : prepared for Edward Lee McClain / | 8793 views | 1932
The casework relationship. | 8791 views | 1957
The quintessence of Ibsenism, | 8790 views | 1922
The radical right in Western Europe : a comparative analysis / | 8789 views | 1995
Record of service of Michigan volunteers in the civil war, 1861-1865. | 8787 views | 1909
Bosworth genealogy; a history of the descendants of Edward Bosworth who arrived in America in the year 1634; with an appendix containing other lines of American Bosworths. | 8785 views | 9999
An introduction to Egyptian Arabic / | 8782 views | 1981
Chronicles of the Scotch-Irish settlement in Virginia, extracted from the original court records of Augusta County, 1745-1800, | 8780 views | 1912
Magnetic circuits and transformers : a first course for power and communication engineers / | 8778 views | 1943
The hero in history, a study in limitation and possibility | 8772 views | 1943
Michigan state gazetteer and business directory for ... | 8770 views | 1894
Railroad gazette. | 8768 views | 1886
The Saturday evening post. | 8768 views | 1919
Report for the three and one-half years ending June 30, 1949. | 8766 views | 1949
A book of Garretts, 1600 to 1960, including notes on the following: Agee [and others] | 8761 views | 1963
The daughters of England : their position in society, character & responsibilities. | 8759 views | 1842
Records of the Particular court of Connecticut, 1639-1663. | 8757 views | 1928
General history of the things of New Spain : Florentine codex / | 8754 views | 1982
The story of the Bonds of Earth, | 8752 views | 1930
The first defenders; | 8752 views | 1910
The American hotel; an anecdotal history | 8752 views | 1930
Guide to the classification of fishing gear in the Philippines / | 8747 views | 1950
Tailored garments: Tailored suits, coats, and capes.  Garments for men and boys. | 8743 views | 1931
Advanced calculus, | 8741 views | 1959
Principles of field biology & ecology | 8741 views | 1958
The management of archives / | 8740 views | 1988
The official directory of the World's Columbian exposition, May 1st to October 30th, 1893. A reference book of exhibitors and exhibits, and of the officers and members of the World's Columbian Commission. | 8740 views | 1893
The basic postulates of accounting / | 8733 views | 1961
Lakewood cars, book no. 16. | 8729 views | 1916
Soviet-American relations : the détente years, 1969-1972 / | 8728 views | 2007
The descendants of John Porter of Windsor, Conn. 1635-9. | 8727 views | 1893
Cavaliers and pioneers; abstracts of Virginia land patents and grants, 1623-1666. | 8715 views | 1963
Collier's. | 8711 views | 1910
Winding alternating-current machines; a book for winders, repairmen, and designers of electric machines, | 8706 views | 1950
Life on the Mississippi, | 8705 views | 1917
Hydrogen peroxide, | 8701 views | 1955
The Illustrated London news. | 8700 views | 1862
Ahmet Resmî Efendinin dört kıta-yi kitabını havi mecmuadır, [late 18th century]. | 8698 views | 1799
Ruy Blas, a drama in five acts. | 8697 views | 1894
Blue book of Buffalo commerce. Market guide of Buffalo, with lists of members of the Buffalo Chamber of Commerce. ... . | 8693 views | 1920
Servicing by signal tracing, | 8691 views | 1939
The Capen family, descendants of Bernard Capen of Dorchester, Mass.; | 8688 views | 1929
The island of Dr. Moreau | 8686 views | 1929
A short history of chemistry, | 8685 views | 1937
The mother and the child, | 8682 views | 1915
Liberty bell, a collection of original poems by ... | 8674 views | 1898
The Langstaffs of Teesdale and Weardale. Materials for a history of a yeoman family | 8668 views | 1906
Propaganda in moving pictures : hearings before a subcommittee of the Committee on interstate commerce, United States senate, 77th congress, 1st session, on S.Res.152, a resolution authorizing an investigation of war propaganda disseminated by the motion picture industry and of any monopoly in the production, distribution or exhibition of motion pictures; Sept.9-26, 1951. | 8665 views | 1942
Bogue and allied families, by Virgil T. Bogue. | 8662 views | 1944
The Ladies' home journal. | 8661 views | 1918
The Waterman family / | 8659 views | 1954
Commercial car journal. | 8658 views | 1946
Godey's magazine. | 8654 views | 1850
A genealogy of the descendants of Joseph Bartlett of Newton, Mass. for seven generations, | 8654 views | 1934
Yaojiang Sun Yuefeng xian sheng quan ji : shi er juan / | 8652 views | 1814
The new typography & modern layouts, | 8650 views | 1934
Aircraft sheet metal blueprint reading | 8648 views | 1944
Lloyd's list. | 8647 views | 1804
Gazetteer of the Persian Gulf, 'Oman, and Central Arabia. | 8644 views | 1915
L'illustration : journal universel. | 8643 views | 1857
The Philadelphia Negro : a social study / | 8641 views | 1899
American kennel register. A monthly record. | 8639 views | 1885
Distillation; | 8636 views | 1961
Bericht über eine Reise nach den westlichen Staaten Nordamerika's und einen mehrjährigen Aufenthalt am Missouri (in den Jahren 1824, 25, 26 und 1827), in Bezug auf Auswanderung und Übervölkerung, oder, Das Leben im Innern der vereinigten Staaten und dessen Bedeutung für die häusliche und politische Lage der Europäer / | 8630 views | 1829
An introduction to the principles of morals and legislation ; | 8626 views | 1948
24-RL locomotive brake equipment : instruction pamphlet no. 5066. August, 1950. | 8626 views | 1950
The Infrared handbook / | 8620 views | 1985
Stiya, a Carlisle Indian girl at home : founded on the author's actual observations / | 8618 views | 1891
William Blake, his philosophy and symbols. | 8617 views | 1947
[Catalog] / | 8613 views | 1922
Some emigrants to Virginia. | 8612 views | 1915
The five laws of library science. | 8607 views | 2006
A history of Harwich, Barnstable County, Massachusetts : 1620-1800 ; including the early history of that part now Brewster ; with some account of its Indian inhabitants / | 8605 views | 1937
Synchronous machines, theory and performance. | 8602 views | 1951
Schedules of reinforcement, | 8600 views | 1957
National basic intelligence factbook. | 8596 views | 1975
Report of the President's Special Review Board. | 8595 views | 1987
Patent rolls of the reign of Henry III. Preserved in the Public record office. | 8585 views | 1913
Bet a million! The story of John W. Gates, | 8584 views | 1948
Report to Congress on lend-lease operations. | 8583 views | 9999
Poor's manual of railroads. | 8583 views | 1910
Realizing prosperity, | 8582 views | 1931
The Illustrated London news. | 8581 views | 1843
The Livezey family, a genealogical and historical record, assembled for the Livezey association, | 8573 views | 1934
Lloyd's list. | 8571 views | 1777
Tiger-shooting in India; being an account of hunting experiences on foot in Rajpootana, during the hot seasons, from 1850 to 1854. | 8571 views | 1857
The psychology of selling and advertising, | 8564 views | 1925
Catalog of copyright entries. | 8560 views | 1969
Mathematical methods in physics and engineering. | 8555 views | 1962
Davenant's Macbeth from the Yale manuscripts : an edition with a discussion of the relation of Davenant's text to Shakespeare's / | 8553 views | 1961
Regimental colors of the German armies in the war of 1870-71. | 8550 views | 1911
The wartime papers of R. E. Lee. | 8546 views | 1961
Rudder. | 8544 views | 1916
Aircraft engine design, | 8544 views | 1940
How to analyze railroad reports, | 8544 views | 1912
Electromagnetic energy transmission and radiation | 8541 views | 1960
With the 308th engineers from Ohio to the Rhine and back, 1917-1919. | 8538 views | 1923
Forerunners : a history or genealogy of the Strickler families, their kith and kin, including Kauffmans, Stovers, Burners, Ruffners, Beavers, Shavers, Brumbachs, Zirkles, Blossers, Groves, Brubakers, Neffs, Rothgebs and many other early families of Shenandoah, Rockingham, Augusta, Frederick and Page counties of the Shenandoah Valley: a memorial to those who have gone before from about 1700 to the present time, 1924 / | 8534 views | 1925
Whitfield, Bryan, Smith, and related families / | 8534 views | 1950
The Inland architect and news record. | 8533 views | 1899
Conquer; the story of Ninth Army, 1944-1945. | 8533 views | 1947
The Lady's book. | 8532 views | 1839
Charities and the commons : a weekly journal of philanthropy and social advance. | 8530 views | 1906
Materials and documents of architecture and sculpture : classified alphabetically / | 8530 views | 1915
Captain John Hatfield : a genealogy of the descendants of Captain John Hatfield, loyalist : an officer of the British Army who came to this country before the American Revolution and fought, as captain, with the 3rd New Jersey Volunteers, and later settled in Parrsboro, Nova Scotia / | 8529 views | 1943
Threlkeld genealogy / | 8528 views | 1932
A concordance to Euripides, | 8516 views | 1954
Dr. Martin Luthers Sämmtliche schriften, | 8511 views | 1910
First flight : the Wright Brothers and the invention of the airplane / | 8510 views | 2002
The early medieval Balkans : a critical survey from the sixth to the late twelfth century / | 8509 views | 1983
Elements of applied thermodynamics, | 8509 views | 1951
Oliver and Boyd's Edinburgh almanac and national repository ... | 8509 views | 1845
A daughter of Han; the autobiography of a Chinese working woman | 8508 views | 1945
Studies in social power. | 8492 views | 1959
The Birdsall family; genealogy and history of interest to every living descendant and their posterity. | 8486 views | 1958
Notes on nursing for the labouring classes / | 8484 views | 1861
Sound absorbing materials / | 8479 views | 1949
A legislative history of the Endangered Species Act of 1973, as amended in 1976, 1977, 1978, 1979, and 1980 together with a section-by-section index / | 8477 views | 1982
Artifice, ruse and subterfuge at the card table : a treatise on the science and art of manipulating cards / | 8474 views | 1902
Purefoy hotel cook book : true and tried recipes of real Southern cooking / | 8472 views | 1953
D-C and A-C machines, based on fundamental laws / | 8472 views | 1952
The ancestry of Lorenzo Ackley & his wife Emma Arabella Bosworth | 8471 views | 1960
The Inland architect and news record. | 8470 views | 1885
Clarel, a poem and pilgrimage in the Holy Land. | 8468 views | 1960
Six girls and the seventh one : a story / | 8466 views | 1909
Blue book of Schuylkill County : who was who and why, in interior eastern Pennsylvania, in Colonial days, the Huguenots and Palatines, their service in Queen Anne's French and Indian, and Revolutionary Wars : history of the Zerbey, Schwalm, Miller, Merkle, Minnich, Staudt, and many other representative families / | 8462 views | 1916
The arcane teaching ... | 8461 views | 1909
Record of service of Michigan volunteers in the civil war, 1861-1865. | 8459 views | 1909
Congressional pictorial directory / | 8457 views | 1977
History of the United States | 8454 views | 1900
Group processes : an introduction to group dynamics / | 8450 views | 1963
The Capitol cook book adapted from the White House cook book containing nearly 1,500 choice, tested household recipes. | 8448 views | 1896
Always ridiculous, a drama in three acts. | 8448 views | 1916
A century of dishonor; a sketch of the United States government's dealings with some of the Indian tribes, | 8444 views | 1917
Voyage dans la Macédoine, contenant des recherches sur l'histoire, la géographie et les antiquités de ce pays, | 8444 views | 1831
Launcelot Granger of Newbury, Mass., and Suffield, Conn. : a genealogical history / | 8444 views | 1989
The Saturday evening post. | 8440 views | 1903
Air service information circular. | 8440 views | 1924
Historical sketches of the Bynum family / | 8430 views | 1958
Upheaval, | 8429 views | 1932
Flux linkages and electromagnetic induction / | 8428 views | 1952
The Lovejoy genealogy with biographies and history, 1460-1930 ... / | 8426 views | 1930
A nation at risk : the imperative for educational reform : a report to the Nation and the Secretary of Education, United States Department of Education / | 8420 views | 1983
American chess bulletin. | 8420 views | 1905
Census of the colony of the Cape of Good Hope. 1865. | 8419 views | 1866
American architect and architecture. | 8418 views | 1915
The Races of Mankind, | 8418 views | 1943
Michigan in the war. | 8416 views | 1882
The Ohio company papers, 1753-1817, being primarily papers of the "Suffering traders" of Pennsylvania, | 8410 views | 1947
Michigan state gazetteer and business directory for ... | 8409 views | 1922
Shopping towns USA; the planning of shopping centers, | 8403 views | 1960
The Japanese thrust into Siberia, 1918. | 8401 views | 1957
Rudder. | 8398 views | 1907
Centralization vs. decentralization in organizing the controller's department. : A research study and report prepared for Controllership Foundation, Inc. / | 8393 views | 1954
The Federalist papers; Alexander Hamilton, James Madison, John Jay. | 8393 views | 1961
Natural wonders every child should know, | 8390 views | 1939
William and Mary College quarterly historical papers | 8389 views | 1896
Airway Bulletin | 8386 views | 1928
The Illustrated London news. | 8384 views | 1849
Michigan state gazetteer and business directory for ... | 8384 views | 1903
Lloyd's register of British and foreign shipping. | 8384 views | 1814
Lloyd's list. | 8383 views | 1784
Nuclear power engineering / | 8382 views | 1962
The Fisher-Stombaugh families and allied lineages of Maryland and Pennsylvania, 1715-1949, | 8382 views | 1950
Historical statistics of the United States, colonial times to 1970. | 8380 views | 1975
Roll pass design ... | 8380 views | 9999
Writings of Junípero Serra / | 8379 views | 9999
The Science of high explosives. | 8373 views | 1958
The use of current-limiting reactors, | 8372 views | 1915
